form_id,widget_name,Form Category,Submissions
200997206839062,"Auto Complete,Fancy Range Slider",Evaluation Form,40420
200722005466041,"Auto Complete,Location Coordinates,Address Map Locator,Button Radios",Registration Form,40241
93373976942170,"Smooth Signature,Geo Stamp",Report Form,39844
53067170177253,Social Follow,Registration Form,39750
81348115983866,Facebook Pixel,Application Form,39739
201277686250053,"E-Signature,Terms & Conditions,Date Picker",Consent/Acknowledgement Form,39655
201254939743157,PDF Embedder,Application Form,39619
42514751251246,Get Form Page URL,Content Form,39444
201128566747056,"Form Calculation,YouTube",Registration Form,39183
71493177202454,E-Signature,Report Form,38535
200336387376863,Auto Complete,Report Form,38477
200725801761147,E-Signature,Request Form,38385
92837885967180,"Get Referrer,Get Form Page URL",Surveys,38252
200065637773053,Dynamic Dropdowns,Report Form,38219
200134792156249,Email Correctness Check,Registration Form,38132
60965099625367,Auto Complete,Order Form,36984
201175555258053,"E-Signature,Unique ID,Auto Complete",Report Form,36922
201076203403136,"Unique ID,Form Calculation",Request Form,36725
200754781116049,Auto Complete,Report Form,36643
200882026217045,Date Picker,Application Form,36569
201053506956049,Preview Before Submit,Report Form,36486
201335551823045,Form Calculation,Surveys,36446
201214775016144,"Form Calculation,Auto Complete",Evaluation Form,35909
201028902966052,"Form Calculation,Google Analytics",Registration Form,35535
83374360799167,Fancy Timer,Application Form,35513
201005751768049,"Unique ID,Form Calculation,Google Analytics",Order Form,35486
61947270054254,Social Follow,Registration Form,34976
200830412386549,"Field Multiplier,Unique ID",Request Form,33562
201240356355144,"Configurable List,Dynamic Dropdowns,PDF Embedder",Report Form,33462
201263691962054,"US State Picker,Terms & Conditions",Donation Form,33398
91146052456858,Spreadsheet,Report Form,33177
200168270103037,"Iframe Embed,Image Picker",Consent/Acknowledgement Form,33142
50903964594970,"Checklist,E-Signature",Consent/Acknowledgement Form,33127
201235194927052,Temperature,Evaluation Form,32881
201187486714662,"Dynamic Dropdowns,Drag-and-Drop Upload",Registration Form,32787
90732509458362,Get Form Page URL,Report Form,32272
82324195584361,Substring,Registration Form,32235
200484627141147,Dynamic Dropdowns,Registration Form,31815
90633761702455,NoScript,Content Form,31692
80435235801854,"Take Photo,DateTime Single",Report Form,31405
201331731399049,E-Signature,Report Form,30837
90986756472878,Iframe Embed,Request Form,30685
200783678246464,"Animated Heading,Preview Before Submit",Report Form,30480
90518812478161,"Rss Reader,Spreadsheet to form",Report Form,30260
201333726061647,"Dynamic Dropdowns,Image Upload Preview,Take Photo,Drag-and-Drop Upload",Registration Form,29968
80594785901871,"Smooth Signature,Take Photo",Content Form,29963
92678371055161,Accessibility Enhancer,Registration Form,29806
33561839610961,Get Form Page URL,Surveys,29731
91756293443161,Auto Complete,Registration Form,29593
43512777180961,"Checklist,E-Signature",Consent/Acknowledgement Form,29570
82155936424157,"Terms & Conditions,E-Signature,Take Photo",Registration Form,29457
200564731998061,E-Signature,Consent/Acknowledgement Form,29190
201061129023034,"Image Slider,Birth Date Picker,Iframe Embed,E-Signature",Request Form,28989
200025332618140,"Iframe Embed,Rss Reader",Report Form,28614
201133988035353,Birth Date Picker,Registration Form,28317
62026605014140,Date Picker,Registration Form,27553
200755043631043,E-Signature,Evaluation Form,27445
81192082916458,Get Form Page URL,Booking Form,27353
70176511762858,Spreadsheet,Registration Form,27189
201066359041044,Take Photo,Registration Form,26593
72540489700457,"Image Upload Preview,Checkbox in Dropdown",Report Form,26448
80374433095356,Spreadsheet to form,Registration Form,26370
200543902101034,"Form Calculation,Take Photo,E-Signature,Unique ID",Evaluation Form,26331
91768828064268,Terms & Conditions,Registration Form,26132
200860054262446,"Unique ID,Form Calculation",Order Form,25973
62724423487157,Masked Input,Payment Form,25972
200371383415044,Dynamic Dropdowns,Payment Form,25940
201032840649349,Email Correctness Check,Registration Form,25877
201195108900144,"Unique ID,Facebook Pixel",Registration Form,25771
201145588555157,Timer,Tracking Form,25489
83526149173157,Review Before Submit,Content Form,25481
52231426080848,E-Signature,Consent/Acknowledgement Form,25352
200562857099666,"Spreadsheet,Random Value Generator",Registration Form,25206
200838820069558,Unique ID,Request Form,24885
201261366408147,"PDF Embedder,E-Signature",Evaluation Form,24743
200775336356054,Matrix Dynamique,Tracking Form,24700
200344545415145,"Email Correctness Check,Unique ID",Quote Form,24651
91356287625667,User Contributed Dropdown,Registration Form,24481
80037533528152,Auto Complete,Order Form,24184
201131514969049,E-Signature,Evaluation Form,24038
201253900080138,Dynamic Dropdowns,Request Form,24032
200054298473859,Dynamic Dropdowns,Registration Form,23983
60592526975366,Image Upload Preview,Booking Form,23924
200766511289155,"E-Signature,Short Scrollable Terms,Get Visitor Location",Registration Form,23868
201206929589060,Add to Home Screen,Evaluation Form,23828
201004477019042,"Location Coordinates,GPS Location,Geolocation",Application Form,23790
91706672211655,Configurable List,Registration Form,23739
201275130377045,E-Signature,Evaluation Form,23652
200611940869457,"QR Code Reader,Form Calculation",Registration Form,23460
51683423375963,Unique ID,Order Form,23459
71837234784162,Auto Complete,Report Form,23454
200113981835048,Fancy Timer,Registration Form,23404
200714315959962,E-Signature,Evaluation Form,23060
63392848987377,Get Form Page URL,Report Form,22814
201184437042144,E-Signature,Surveys,22788
82691887184473,"Date Picker,Time Picker",Request Form,22539
200816574493359,Button Radios,Registration Form,22328
200706586587061,Form Calculation,Report Form,22204
200846888416062,Terms & Conditions,Registration Form,22136
1290107335,Accessibility Enhancer,Donation Form,22125
201212313949347,Take Photo,Report Form,22096
90138230803145,Terms & Conditions,Payment Form,21791
80245953884164,Auto Complete,Application Form,21730
80182598235159,YouTube,Request Form,21655
200583066933456,"Geolocation,Take Photo",Content Form,21543
92093716815159,User Contributed Dropdown,Report Form,21157
93374708520156,Birth Date Picker,Application Form,21117
21298564847972,Configurable List,Employment Form,21036
73111078165855,Take Photo,Report Form,20985
70061474760453,"International Telephone Picker,Get Referrer",Volunteer Form,20944
81191448877469,Checkbox in Dropdown,Surveys,20943
81351198400552,E-Signature,Application Form,20785
200194082104139,"DateTime Single,Geo Stamp",Donation Form,20755
201280701891046,"BMI Calculator,E-Signature",Registration Form,20729
201133873176150,"Form Calculation,XVerify Email,Facebook Pixel",Registration Form,20708
200010525684040,Form Calculation,Report Form,20691
201313037542038,"Auto Complete,Form Calculation,Substring",Registration Form,20571
81903554878368,Breadcrumbs,Report Form,20567
92792414269466,Unique ID,Content Form,20511
201326127348046,"E-Signature,Spreadsheet to form",Consent/Acknowledgement Form,20225
200054476358859,Dynamic Dropdowns,Registration Form,20104
72049046717862,Get Referrer,Registration Form,20063
91752814466464,Get Form Page URL,Quiz Form,20009
201144345342040,"E-Signature,DateTime Single,Date Picker",Appointment Form,20000
201257204150137,E-Signature,Consent/Acknowledgement Form,19941
62903809357160,"Tag Input,Google Analytics,Facebook Pixel",Application Form,19869
200907559750056,Infinite List,Content Form,19826
200347803138046,E-Signature,Consent/Acknowledgement Form,19565
62235869141963,Unique ID,Registration Form,19503
92674079794172,Get Form Page URL,Report Form,19436
61814825538967,"Dates Difference,Form Calculation",Request Form,19227
91616342287359,Terms & Conditions,Quiz Form,19053
193636364757168,Hidden Box,Registration Form,19034
73371380842457,Get Form Page URL,Registration Form,18966
201130846815854,Preview Before Submit,Application Form,18918
201203760615040,Take Photo,Report Form,18863
193534837998076,Auto Complete,Registration Form,18853
73444780341153,"Configurable List,Image Picker",Request Form,18637
201245098081047,E-Signature,Evaluation Form,18459
200698676301156,"Multiple Text Fields,GPS Location",Report Form,18342
201245081542041,E-Signature,Registration Form,18307
92956568172168,Masked Input,Request Form,18305
82664453964165,"Mini Date Picker,Add Options",Request Form,18190
193534176244056,DateTime Single,Report Form,18114
201103545733041,"Configurable List,Take Photo,Image Slider",Content Form,18056
200696389766069,Terms & Conditions,Registration Form,18006
200996655622059,"E-Signature,DateTime Single",Report Form,17986
200500949421447,Geo Stamp,Report Form,17981
200401723175039,Address Map Locator,Tracking Form,17916
201314416042035,E-Signature,Report Form,17848
200862206023038,"Image Picker,Progress Bar",Surveys,17743
201281772118047,"Image Checkboxes,DateTime Single",Booking Form,17727
200161583281044,E-Signature,Consent/Acknowledgement Form,17587
201317118943047,E-Signature,Surveys,17349
70655290210145,Get Form Page URL,Registration Form,17267
201283953079056,E-Signature,Content Form,17218
20754311560142,Image Slider,Request Form,17091
90574768674171,Terms & Conditions,Application Form,17085
92438088947877,Add to Home Screen,Surveys,17022
92754684945373,Terms & Conditions,Request Form,16989
193541265963061,Geolocation,Report Form,16975
73453675815162,"Birth Date Picker,E-Signature",Application Form,16947
200887389195673,Random Value Generator,Registration Form,16942
82688083569474,NoScript,Registration Form,16800
91551626201348,Time Tracker,Registration Form,16714
72971601457359,Configurable List,Report Form,16669
201015146943043,"Barcode Scanner,Digital Clock",Content Form,16662
201038612198856,DateTime Single,Registration Form,16632
200896433069259,Iframe Embed,Registration Form,16595
91614458401353,Smooth Signature,Registration Form,16578
93290441601854,Take Photo,Report Form,16561
90987826665679,Spreadsheet to form,Registration Form,16496
201055505883049,NoScript,Surveys,16381
200997115544054,"Take Photo,Large Date Picker,Preview Before Submit",Registration Form,16338
60554393658970,E-Signature,Application Form,16308
200621374903448,Line Checkbox,Registration Form,16303
91576085882167,Timer,Content Form,16242
93208458227360,Ticker,Registration Form,16206
200428602882857,"Mini Date Picker,Field Multiplier,Dynamic Dropdowns",Report Form,16096
91215759862163,"Birth Date Picker,Phone Picker,Multiple Text Fields,Checkbox in Dropdown,Dynamic Dropdowns",Appointment Form,16081
200081293958054,"Geo Stamp,Take Photo,Location Coordinates",Booking Form,16017
81747273142154,Initials,Report Form,16010
200634744916053,"Multiple Text Fields,Short Scrollable Terms,Height Converter",Consent/Acknowledgement Form,16010
200165677912154,"Google Analytics,Get Form Page URL,Zip Code Auto-Suggest",Registration Form,15939
70188441005853,Get Form Page URL,Quote Form,15929
200774554261050,E-Signature,Consent/Acknowledgement Form,15858
200616422619854,SMS Confirmation,Registration Form,15835
201137031333135,Terms & Conditions,Payment Form,15822
90651066481457,"Geolocation,Dropdown with Paging",Report Form,15813
53565544802256,Date Picker,Appointment Form,15788
201325175887056,"Form Calculation,Dynamic Textbox",Request Form,15650
200775387056057,"Image Picker,Auto Complete,TextArea Autosize,User Contributed Dropdown,Large Date Picker",Registration Form,15620
91674426623259,Take Photo,Report Form,15578
200826010563141,Configurable List,Order Form,15525
200810060366039,"Dynamic Textbox,Toggled Content",Order Form,15518
201049022279045,"Auto Complete,DateTime Single",Content Form,15482
81036045654453,Google Analytics,Registration Form,15442
201284681842053,Get Form Page URL,Evaluation Form,15332
70730611700140,Take Photo,Registration Form,15301
200918681717663,PDF Embedder,Contact Form,15173
60216276096658,Image Upload Preview,Registration Form,15137
200763846519058,E-Signature,Report Form,15128
201086277873361,Digital Clock,Content Form,15125
193506283527058,"Form Tabs,YouTube",Registration Form,15052
200973783661059,"Preview Before Submit,Fancy Checkboxes,Button Checkboxes,Smooth Signature,Configurable List",Report Form,15043
200835542935053,"E-Signature,GPS Location",Report Form,15032
90766243912157,Drag-and-Drop Upload,Order Form,14946
61247729229159,Get Form Page URL,Surveys,14898
201006967959061,Configurable List,Order Form,14896
200206115077038,"Check In Check Out,Hidden Box",Registration Form,14761
200964628562057,"E-Signature,Take Photo",Report Form,14727
200905605513649,Dynamic Dropdowns,Order Form,14726
83314224298154,Text Highlight,Contact Form,14704
201174278665056,E-Signature,Consent/Acknowledgement Form,14704
200856912525961,Short Scrollable Terms,Registration Form,14689
193535030779059,E-Signature,Report Form,14667
193492238964471,"Dynamic Textbox,Sliders with Calculated Result,Terms & Conditions",Report Form,14665
72540678300453,Checkbox in Dropdown,Report Form,14623
82034072313141,"Google Analytics,Facebook Pixel",Registration Form,14569
200823273299458,Form Calculation,Report Form,14552
200983863333055,Form Calculation,Application Form,14503
200936506442048,Substring,Content Form,14494
90215821703146,Get Form Page URL,Content Form,14487
200475019558053,Get Form Page URL,Contact Form,14416
81384745161560,Terms & Conditions,Booking Form,14400
51993917422968,Get Form Page URL,Quiz Form,14395
201254998980266,"E-Signature,Form Calculation,Country Picker",Evaluation Form,14393
201324256364146,DateTime Single,Report Form,14359
91775306527160,Unique ID,Consent/Acknowledgement Form,14351
201241300890037,"E-Signature,Dynamic Dropdowns",Report Form,14335
91797058303261,"Get Referrer,Get Form Page URL,Substring",Registration Form,14142
80406778767875,E-Signature,Evaluation Form,14096
90096510189156,Configurable List,Order Form,14086
72047152152447,YouTube,Registration Form,14081
200867230891053,Terms & Conditions,Registration Form,14052
201293273005041,"Take Photo,E-Signature",Evaluation Form,13998
81353099423963,PDF Embedder,Consent/Acknowledgement Form,13982
200845606480858,Unique ID,Order Form,13957
201334056042138,"Get Visitor Location,E-Signature",Evaluation Form,13936
63463511625958,International Telephone Picker,Request Form,13932
50282665320955,E-Signature,Consent/Acknowledgement Form,13831
200414510518038,Terms & Conditions,Booking Form,13755
92026426428153,"Geo Stamp,E-Signature",Consent/Acknowledgement Form,13741
42505578131250,Get Form Page URL,Contact Form,13737
82285976721165,Form Calculation,Payment Form,13647
73052855777972,"Large Date Picker,Mini Date Picker,GPS Location",Booking Form,13637
61367038515254,"Hidden Box,Unique ID",Contact Form,13580
200801970821045,International Telephone Picker,Registration Form,13548
201014450752644,Random Value Generator,Registration Form,13542
200905764076154,Smooth Signature,Surveys,13498
93373357585166,Geo Stamp,Content Form,13463
201244845444049,E-Signature,Payment Form,13454
81264918842969,Image Checkboxes,Registration Form,13399
83444164398162,"Form Calculation,Time Picker",Registration Form,13387
200975137281052,"Address Map Locator,Preview Before Submit,Get Form Page URL",Report Form,13354
71906108209858,DateTime Single,Registration Form,13330
32585484810156,"E-Signature,Short Scrollable Terms",Registration Form,13134
92126957783167,Take Photo,Report Form,13096
200716713579055,E-Signature,Payment Form,13095
201325449887161,E-Signature,Evaluation Form,13014
201266953873160,E-Signature,Consent/Acknowledgement Form,12985
82014844724152,Google Analytics,Registration Form,12968
20222223291,Passage Test,Registration Form,12956
201105258221036,E-Signature,Consent/Acknowledgement Form,12921
201128837601046,Take Photo,Content Form,12866
201203005325434,Configurable List,Content Form,12834
200915509695967,Get Referrer,Quote Form,12778
93188757276171,Unique ID,Order Form,12757
201155449057050,Terms & Conditions,Registration Form,12696
93016436180654,Dates Difference,Contact Form,12668
200706887068059,"Terms & Conditions,Masked Input,Facebook Pixel",Registration Form,12663
201258532411041,DateTime Single,Report Form,12602
201307001229034,E-Signature,Consent/Acknowledgement Form,12548
91691797386376,Configurable List,Registration Form,12367
61296138177159,Accessibility Enhancer,Application Form,12315
193422235507353,E-Signature,Content Form,12276
201238605323143,"Configurable List,PDF Embedder",Content Form,12257
201122901418038,"E-Signature,Fancy Timer",Surveys,12251
82278673695171,Review Before Submit,Content Form,12220
201134557617150,E-Signature,Application Form,12189
200411234502031,"PDF Embedder,E-Signature",Consent/Acknowledgement Form,12166
200726076301344,"DateTime Single,Add to Home Screen",Surveys,12134
201115507357650,"YouTube,Text Highlight",Report Form,12126
43522825171956,"Checklist,E-Signature",Consent/Acknowledgement Form,12069
63505302185954,Multiple Text Fields,Content Form,12067
200343494201140,"Take Photo,Barcode Scanner,Substring,User Contributed Dropdown",Report Form,12061
83275237729466,"Social Follow,Google Analytics,Formisimo Analytics",Registration Form,12050
200861395022348,"Configurable List,Spreadsheet to form,Spreadsheet",Report Form,12041
200794575814160,E-Signature,Report Form,11989
83155001032136,"Terms & Conditions,E-Signature",Registration Form,11963
81011786199462,"E-Signature,Multiple Text Fields,Preview Before Submit,Progress Bar,Image Upload Preview,Address Map Locator,Line Checkbox,Grouped Values Dropdown,Bootstrap Switch Field",Application Form,11962
70735247679165,Get User Agent,Employment Form,11945
201265769885066,E-Signature,Surveys,11928
200313199359153,"Progress Bar,Form Calculation",Report Form,11896
82522271987464,"Form Calculation,Submissions Counter",Application Form,11888
60188003849963,Large Date Picker,Request Form,11866
201103009144032,Smooth Signature,Consent/Acknowledgement Form,11842
201275629068055,E-Signature,Registration Form,11833
61153820576152,"Short Scrollable Terms,E-Signature",Application Form,11825
30938411491151,Short Scrollable Terms,Request Form,11806
200616475099056,"E-Signature,Take Photo",Consent/Acknowledgement Form,11796
200847673569468,Geolocation,Registration Form,11737
91994789801173,Get Form Page URL,Registration Form,11714
90236594668166,"Google Analytics,Take Photo",Content Form,11704
200572827074051,"Terms & Conditions,Get Form Page URL",Registration Form,11639
82658588384476,"Date Picker,Time Picker,NoScript,Get User Agent",Order Form,11622
201201047793043,Preview Before Submit,Report Form,11616
60346081238149,Checkbox in Dropdown,Request Form,11611
201072421135035,"Masked Input,Form Calculation,E-Signature",Report Form,11570
92584359227164,Take Photo,Consent/Acknowledgement Form,11542
40536996225967,Get Form Page URL,Request Form,11532
91918398864881,GPS Location,Surveys,11507
200714983315959,E-Signature,Evaluation Form,11502
201248397404051,E-Signature,Content Form,11480
200717774502049,E-Signature,Report Form,11424
200215864226146,"Take Photo,Smooth Signature",Consent/Acknowledgement Form,11409
91778958661478,NoScript,Lead Generation Form,11408
201065054348247,Google Analytics,Request Form,11378
193593677931070,"Auto Complete,Animated Heading,Add to Home Screen",Report Form,11374
200830760226548,"Auto Complete,Unique ID",Request Form,11374
201243996293057,E-Signature,Consent/Acknowledgement Form,11373
200487950509157,Facebook Like Box,Order Form,11355
201325364003036,E-Signature,Consent/Acknowledgement Form,11350
201143472845149,"Multiple Text Fields,Checklist",Report Form,11197
42755323728156,Multiple Selection,Report Form,11154
200922418019449,"Get Visitor Location,Facebook Pixel",Quote Form,11146
60878153401151,Image Upload Preview,Content Form,11080
82728676864475,NoScript,Content Form,11063
70994445340157,Dynamic Textbox,Order Form,11034
200987955450061,Google Analytics,Consent/Acknowledgement Form,11005
200262360626042,"Unique ID,Iframe Embed,Button Radios",Report Form,10999
200278314384049,"Smooth Signature,Take Photo",Report Form,10984
41025233121940,E-Signature,Order Form,10983
93374180835159,Unique ID,Report Form,10971
52097701941961,All States and Cities,Quote Form,10951
193432803383458,Dynamic Textbox,Report Form,10943
193527458870066,"Preview Before Submit,Time Tracker,Field Multiplier,Unique ID",Report Form,10940
90707551328862,"GeoComplete,Get Form Page URL",Registration Form,10881
43557495595169,Terms & Conditions,Request Form,10841
91814958724368,Terms & Conditions,Registration Form,10833
200065540310033,"E-Signature,Large Date Picker,Form Calculation",Report Form,10766
201327358204044,E-Signature,Evaluation Form,10710
200726692108050,Form Calculation,Quiz Form,10704
200793938888173,Configurable List,Registration Form,10621
193547452577066,QR Code,Registration Form,10601
200825553980155,Select All,Request Form,10598
201028281903447,"Location Coordinates,GPS Location,Take Photo",Content Form,10572
201206072266041,E-Signature,Employment Form,10541
42746181145959,E-Signature,Payment Form,10525
200783143988060,"Mini Date Picker,E-Signature",Payment Form,10455
80985205726160,E-Signature,Registration Form,10441
200486270616655,"E-Signature,Form Calculation,Unique ID",Report Form,10432
10025947332,Annotate Picture,Request Form,10384
91475567946171,"Vimeo,Get Referrer,Facebook Pixel",Registration Form,10369
200494925967165,"Unique ID,Get Form Page URL",Application Form,10361
200944317481151,"E-Signature,GPS Location",Report Form,10293
201125922830850,Take Photo,Registration Form,10198
201192411393043,"Unique ID,E-Signature",Request Form,10134
200894936840161,"Flat Radio Buttons,Configurable List,Dates Difference,Review Before Submit",Request Form,10130
200629069598467,Unique ID,Registration Form,10125
200914628201345,International Telephone Picker,Payment Form,10114
200872210069448,"Unique ID,Form Calculation",Content Form,10111
80792447073361,XVerify Email,Consent/Acknowledgement Form,10094
200292439588665,"Random Value Generator,Ticker",Content Form,10084
201214921126038,E-Signature,Evaluation Form,10084
61955237110148,Global Countdown,Report Form,10069
200796168058059,Smooth Signature,Content Form,10057
201203461662040,E-Signature,Consent/Acknowledgement Form,10029
200826085322045,Spreadsheet,Order Form,10026
200232581935047,"Unique ID,E-Signature",Order Form,10012
90830956915466,Get Form Page URL,Registration Form,9970
201210685544146,E-Signature,Registration Form,9945
91614471751356,Checklist,Report Form,9941
73066496532967,Unique ID,Registration Form,9939
200684929354059,"E-Signature,Review Before Submit",Report Form,9922
200764178454055,"PDF Embedder,E-Signature",Application Form,9893
200925001459145,Form Calculation,Report Form,9849
40435954137961,Unique ID,Request Form,9832
201068882925462,"Location Coordinates,GPS Location",Content Form,9818
81364783323156,Google Analytics,Contact Form,9771
200791372244856,Short Scrollable Terms,Surveys,9726
201325793682055,Take Photo,Evaluation Form,9709
91707283651864,Random Value Generator,Registration Form,9690
201073467300141,E-Signature,Evaluation Form,9690
193436700719461,Google Analytics,Registration Form,9668
200354369443353,"Form Calculation,File Uploader by Uploadcare,Fancy Timer",Registration Form,9621
90186568914367,Get Form Page URL,Registration Form,9620
201071453847049,"GPS Location,Location Coordinates,Take Photo",Content Form,9610
200835481901149,E-Signature,Application Form,9571
91122645543352,"Formisimo Analytics,Formisimo Analytics",Registration Form,9563
201211918552044,Preview Before Submit,Report Form,9559
201124944656051,"E-Signature,Hidden Box,Smooth Signature",Registration Form,9554
200223095758353,Google Analytics,Registration Form,9549
91027343884157,Get Referrer,Registration Form,9528
82496370691163,E-Signature,Report Form,9507
201065740702041,Draw.io Embedder,Appointment Form,9502
201172151636042,E-Signature,Consent/Acknowledgement Form,9463
201307172644044,E-Signature,Surveys,9455
200438430169148,"YouTube,Google Analytics",Registration Form,9453
82383716800356,Get Form Page URL,Registration Form,9420
201144976224049,Terms & Conditions,Employment Form,9381
91781597858176,"Timer,Country Picker",Consent/Acknowledgement Form,9380
201305683709051,"Dynamic Textbox,E-Signature,Terms & Conditions",Registration Form,9359
200824860039049,"Take Photo,Form Calculation,Date Picker,Progress Bar,Preview Before Submit,Get Visitor Location,Grouped Values Dropdown",Registration Form,9358
73608613384157,Terms & Conditions,Registration Form,9347
201205871982052,E-Signature,Surveys,9266
200915118601041,"Smooth Signature,Birth Date Picker,Dynamic QR Code",Application Form,9234
62926828540160,Field Multiplier,Request Form,9209
200756552266053,Smooth Signature,Evaluation Form,9209
51164784791969,"E-Signature,Short Scrollable Terms",Application Form,9186
200641628481352,YouTube,Registration Form,9185
201176636382052,Unique ID,Content Form,9156
90977455704165,Facebook Pixel,Registration Form,9133
201035974712048,E-Signature,Consent/Acknowledgement Form,9115
73556352423153,Terms & Conditions,Registration Form,9101
90894829644474,Facebook Pixel,Registration Form,9097
93104424284149,Take Photo,Consent/Acknowledgement Form,9066
200985314737157,"Auto Complete,Email Correctness Check",Surveys,9058
200833249955057,E-Signature,Application Form,9018
200935194779063,"Ticket Purchases,Dynamic Dropdowns,Terms & Conditions",Registration Form,9014
60065127295353,Auto Complete,Registration Form,9012
200335513681044,Get Form Page URL,Content Form,9007
81164019195355,Location Coordinates,Report Form,8965
201175295539157,"E-Signature,GPS Location,Scroll to Top,Take Photo,Date Picker,Terms & Conditions",Application Form,8941
201185274081046,"Form Calculation,Preview Before Submit",Request Form,8926
201334832560044,E-Signature,Registration Form,8909
200838429284057,Terms & Conditions,Evaluation Form,8893
201193796309057,DateTime Single,Appointment Form,8887
201171318423343,Submissions Counter,Registration Form,8870
92451546393866,"Form Calculation,Spreadsheet to form",Report Form,8868
70080897876471,Auto Complete,Registration Form,8816
200275227076047,Terms & Conditions,Registration Form,8810
61237440235145,Take Photo,Content Form,8807
201124706283043,E-Signature,Surveys,8806
81623475676163,Select All,Report Form,8797
200061881260041,Configurable List,Registration Form,8782
201267949335967,E-Signature,Consent/Acknowledgement Form,8764
73052430023339,"Geolocation,Geo Stamp,Take Photo",Registration Form,8700
201287992031051,"E-Signature,Form Calculation",Appointment Form,8689
193424896879683,Form Calculation,Content Form,8685
53024095997161,"E-Signature,Date Picker",Registration Form,8625
201206653436247,Take Photo,Report Form,8624
201245234194044,Terms & Conditions,Registration Form,8624
200902874301043,"Take Photo,E-Signature",Application Form,8590
200861571917862,DateTime Single,Registration Form,8577
61312300705338,"Select Country,Country Picker",Registration Form,8570
93103419249153,Short Scrollable Terms,Consent/Acknowledgement Form,8559
200915422038043,E-Signature,Registration Form,8553
201028527309450,Facebook Like Box,Registration Form,8547
200854201391042,Dynamic Textbox,Content Form,8543
200941236442448,"Configurable List,Fit Text",Order Form,8488
62571779395371,Terms & Conditions,Registration Form,8447
70725163613149,"Dynamic Dropdowns,PDF Embedder",Lead Generation Form,8440
90541781142857,Global Countdown,Lead Generation Form,8434
200725865063152,Unique ID,Tracking Form,8423
92384701639160,E-Signature,Request Form,8417
201025316244037,"Image Radio Buttons,Minimal Checkbox,Form Calculation",Registration Form,8388
92168108501149,E-Signature,Report Form,8384
81578200980156,Take Photo,Content Form,8376
